Tank Type	Tank Facility ID	Tank Owner ID	Tank Number	Install Date	Tank Status	Foundation Type Concrete Coating/RPB	Foundation Type Concrete	Foundation Type Steel/Saddle/Runner/Beam	Foundation Type Earthen	Foundation Type Ring Wall	Foundation Type Unknown	Foundation Type Other	Foundation Type Other Specify	Roof Type N/A Horizontal Tank	Roof Type Floating	Roof Type Fixed Cone-Welded/Bolted	Roof Type Other	Roof Type Other Specify						
AST	4007786	27764	4	8/1/1955	DISMANTLED	N	N	Y	N	N	N	N		N	N	N	Y	No Roof; Rounded Tank						
AST	4007786	27764	5	8/1/1955	DISMANTLED	N	N	Y	N	N	N	N		N	N	N	Y	No Roof; Rounded Tank						
AST	4007855	32302	REES1	1/3/1989	DISMANTLED	N	N	N	Y	N	N	N		N	N	N	N							
AST	4007957	31506	5	10/20/2014	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N	Horizontal						
AST	4008033	33783	1	12/1/1992	CURR IN USE	Y	N	N	N	N	N	N		N	N	N	N							
AST	4008091	48357	RIC01	11/15/2015	CURR IN USE	N	Y	N	N		N	N		Y	N	N	N							
AST	4008153	42015	991239	11/30/2004	CURR IN USE	Y	N	N	N	N	N	N		N	N	N	Y	Horizontal Tank						
AST	4008153	42015	991240	11/30/2004	CURR IN USE	Y	N	N	N	N	N	N		N	N	N	Y	Horizontal Tank						
AST	4008226	48460	1	12/31/2014	CURR IN USE	N	Y	N	N	N	N	N		Y	N	N	N							
AST	4008226	48460	2	12/31/2014	CURR IN USE	N	Y	N	N	N	N	N		Y	N	N	N							
AST	4008226	48460	3	9/1/2008	CURR IN USE	N	Y	N	N	N	N	N		Y	N	N	N							
AST	4008234	27238	1	11/26/2012	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	N							
AST	4008236	27238	AST-1	12/29/1972	CURR IN USE	N	Y	N	N	N	N	Y	Mounted on Concrete Cradles	Y	N	N	Y	Horizontal Cylindrical Tank						
AST	4008236	27238	AST-2	12/29/1972	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	Y	Horizontal Cylindrical Tank						
AST	4008236	27238	AST-3	12/1/1991	CURR IN USE	N	Y	N	N	N	N	N		Y	N	N	Y	Horizontal Cylindrical Tank						
AST	4008236	27238	AST-4	12/1/1991	CURR IN USE	N	Y	N	N	N	N	N		Y	N	N	Y	Horizontal Cylindrical Tank						
AST	4008236	27238	AST-6		DISMANTLED	N	N	Y	N	N	N	N		N	N	N	N							
AST	4008236	27238	AST-8	1/1/1996	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	N							
AST	4008236	27238	AST-9	1/1/1996	CURR IN USE	N	Y	N	N	N	N	N		Y	N	N	N							
AST	4008256	40781	1	1/1/1995	CURR IN USE	N	N	Y	N	N	N	N		N	N	N	Y	none						
AST	4008319	40537	1	12/15/1992	CURR IN USE	Y	N	N	N	N	N	N		N	N	N	Y	NONE HORIZONTAL TANK						
AST	4008340	43377	1	6/15/2006	CURR IN USE	N	N	N	N	N	N	N		N	N	N	N							
AST	4008340	43377	2	6/15/2006	CURR IN USE	N	N	N	N	N	N	N		N	N	N	N							
AST	4008380	48552	R1		DISMANTLED	N	Y	N	N	N	N	N		N	N	Y	N							
AST	4008380	48552	R2		DISMANTLED	N	Y	N	N	N	N	N		N	N	Y	N							
AST	4008380	48552	R3C	7/20/2001	DISMANTLED	N	Y	Y	N	N	N	N		Y	N	N	N							
AST	4008380	48552	R4C	7/20/2001	DISMANTLED	N	Y	Y	N	N	N	N		Y	N	N	N							
AST	4008380	48552	R5C	7/20/2001	DISMANTLED	N	Y	Y	N	N	N	N		Y	N	N	N							
AST	4008489	31661	1	3/26/1992	DISMANTLED	N	Y	N	N	N	N	N		Y	N	N	N							
AST	4008489	31661	13	1/24/1991	DISMANTLED	N	Y	N	N	N	N	N		Y	N	N	N							
AST	4008489	31661	2	3/26/1992	DISMANTLED	N	Y	N	N	N	N	N		Y	N	N	N							
AST	4008616	35740	CC188A	4/30/2018	CURR IN USE	N	Y	N	N		N	N		Y	N	N	N							
AST	4008620	35740	1	1/9/1993	DISMANTLED	Y	N	N	N	N	N	N		N	N	N	N							
AST	4008650	36419	1port	5/10/1998	CURR IN USE	N	N	Y	N	N	N	N		N	N	N	N	Horizontal						
AST	4008657	27299	HP01		CURR IN USE	N	Y	Y	N	N	N	N		N	N	N	N	Horizontal						
AST	4008657	27299	HP02		CURR IN USE	N	Y	Y	N	N	N	N		N	N	N	N	Horizontal						
AST	4008657	27299	HP03		CURR IN USE	N	Y	Y	N	N	N	N		N	N	N	N	Horizontal						
AST	4008657	27299	HP04		CURR IN USE	N	Y	Y	N	N	N	N		N	N	N	N	Horizontal						
AST	4008657	32302	1	3/1/1975	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	HORIZONTAL CYLINDRICAL TANK						
AST	4008657	32302	CPPA4	12/3/1988	DISMANTLED	N	N	Y	Y	N	N	N		N	N	N	N							
AST	4008658	27299	4	3/1/1989	CURR IN USE	N	N	Y	N	N	N	N		N	N	N	Y	HORIZONTAL CYLINDRICAL TANK						
AST	4008658	27299	SS001	3/26/2007	CURR IN USE	N	Y	Y	N	N	N	N		N	N	N	N	Horizontal						
AST	4008658	27299	SS002	3/26/2007	CURR IN USE	N	Y	Y	N	N	N	N		N	N	N	N	Horizontal						
AST	4008658	27299	SS003	1/3/1971	CLOSED IN PLACE	N	Y	N	N	N	N	N		N	N	N	Y	HORIZONTAL CYLINDRICAL TANK						
AST	4008658	27299	SS005	6/1/1993	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	HORIZONTAL CYLINDRICAL TANK - TENT TANK						
AST	4008658	27299	SS006	6/1/1993	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	HORIZONTAL CYLINDRICAL TANK - TENT TANK						
AST	4008658	32302	CPPR1	3/3/1988	DISMANTLED	N	N	Y	N	N	N	N		N	N	N	N							
AST	4008660	27299	1	2/21/1994	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	Y	HORIZONTAL CYLINDRICAL TANK - TENT TANK						
AST	4008660	27299	1-A	5/12/2006	CURR IN USE	Y	N	N	N	N	N	N		N	N	N	Y	Horizontal						
AST	4008660	27299	2	2/21/1994	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	HORIZONTAL CYLINDRICAL TANK - TENT TANK						
AST	4008660	27299	3	2/21/1994	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	HORIZONTAL CYLINDRICAL TANK - TENT TANK						
AST	4008662	27299	1	1/1/1954	CURR IN USE	N	Y	N	N	N	N	N		N	N	Y	N							
AST	4008666	27299	1	2/1/1991	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	Y	HORIZONTAL CYLINDRICAL TANK						
AST	4008682	28520	W10	10/1/2008	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4008682	28520	W13	10/1/2008	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4008682	28520	W14	10/1/2008	CURR IN USE	N	N	Y	N	N	N	N		N	N	N	N							
AST	4008682	28520	W15	10/1/2008	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4008682	28520	W2	9/1/2005	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4008682	28520	W5	10/15/1993	CURR IN USE	Y	N	N	N	N	N	N		N	N	N	Y							
AST	4008682	28520	W6	10/1/2008	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4008684	28520	E7	9/1/2009	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4008756	34890	1148skid		CURR IN USE	N	N	N	N	N	Y	N		N	N	N	Y							
AST	4008799	37730	3	9/11/1998	CURR IN USE	N	N	Y	N	N	N	N	The tank foundation appeared to be in good condition at the time of inspection.	N	N	N	N							
AST	4008829	45522	1	2/10/1998	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	Y							
AST	4008829	45522	2	2/10/1998	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	Y							
AST	4008866	32915	1	6/1/1994	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4008962	40314	1	6/5/1959	PERM OUT OF USE	N	N	N	Y	N	N	N		N	N	N	N							
AST	4008962	40314	2	8/10/1962	PERM OUT OF USE	N	N	N	Y	N	N	N		N	N	N	N							
AST	4008962	40314	3	7/19/1977	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4008962	40314	4		CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4008962	40314	5	8/16/1990	PERM OUT OF USE	N	N	Y	N	N	N	N		N	N	N	N							
AST	4008962	40314	6	7/6/1993	PERM OUT OF USE	N	N	N	Y	N	N	N		N	N	N	N							
AST	4009015	33686	1C	12/1/1998	CURR IN USE	N	N	N	N	N	N	N		N	N	N	N							
AST	4009015	33686	2C	12/1/1998	CURR IN USE	N	N	N	N	N	N	N		N	N	N	N							
AST	4009021	34602	1	6/30/2007	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	Y							
AST	4009100	30710	2	3/7/1990	PERM OUT OF USE	N	Y	N	N	N	N	N		N	N	N	Y	WELDED STEEL						
AST	4009100	30710	T1	1/1/1993	CURR IN USE	N	N	N	Y		N	N			N	N	N							
AST	4009139	45878	1	11/5/2009	DISMANTLED	Y	N	Y	N	N	N	N		N	N	N	N							
AST	4009139	45878	2	11/5/2009	DISMANTLED	Y	N	N	N	N	N	N		N	N	N	N							
AST	4009175	44336	30	2/29/2008	DISMANTLED	N	N	N	Y	N	N	N		N	N	N	N	Horizontal						
AST	4009175	49370	1-12	10/31/2011	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009175	49370	53	9/24/1980	CURR IN USE	N	N	Y	N	N	N	N		N	N	N	Y	Horizontal Tank						
AST	4009175	49370	54	9/24/1980	CURR IN USE	N	N	Y	N	N	N	N		N	N	N	Y	Horizontal Tank						
AST	4009175	49370	55	9/24/1980	CURR IN USE	N	N	Y	N	N	N	N		N	N	N	Y	Horizontal Tank						
AST	4009175	49370	56	9/24/1980	CURR IN USE	N	N	Y	N	N	N	N		N	N	N	Y	Horizontal Tank						
AST	4009175	49370	57	9/24/1980	CURR IN USE	N	N	Y	N	N	N	N		N	N	N	Y	Horizontal Tank						
AST	4009175	49370	58	9/24/1980	CURR IN USE	N	N	Y	N	N	N	N		N	N	N	Y	Horizontal Tank						
AST	4009175	49370	59	9/24/1980	CURR IN USE	N	N	Y	N	N	N	N		N	N	N	Y	Horizontal Tank						
AST	4009175	49370	60	9/24/1980	CURR IN USE	N	N	Y	N	N	N	N		N	N	N	Y	Horizontal Tank						
AST	4009175	49370	61	9/24/1980	CURR IN USE	N	N	Y	N	N	N	N		N	N	N	Y	Horizontal Tank						
AST	4009175	49370	62		CURR IN USE	N	N	Y	N	N	N	N		N	N	N	Y	Horizontal Tank						
AST	4009175	49370	63	9/24/1980	CURR IN USE	N	N	Y	N	N	N	N		N	N	N	Y	Horizontal Tank						
AST	4009175	49370	64	9/24/1980	CURR IN USE	N	N	Y	N	N	N	N		N	N	N	Y	Horizontal Tank						
AST	4009175	49370	65	9/24/1980	CURR IN USE	N	N	Y	N	N	N	N		N	N	N	Y	Horizontal Tank						
AST	4009175	49370	66	9/24/1980	CURR IN USE	N	N	Y	N	N	N	N		N	N	N	Y	Horizontal Tank						
AST	4009175	49370	67	5/15/1985	CURR IN USE	N	N	Y	N	N	N	N		N	N	N	Y	Horizontal Tank						
AST	4009175	49370	68	5/15/1985	CURR IN USE	N	N	Y	N	N	N	N		N	N	N	Y	Horizontal Tank						
AST	4009175	49370	69	5/15/1985	CURR IN USE	N	N	Y	N	N	N	N		N	N	N	Y	Horizontal Tank						
AST	4009175	49370	70	9/24/1980	CURR IN USE	N	N	Y	N	N	N	N		N	N	N	Y	Horizontal Tank						
AST	4009175	49370	71	9/24/1980	CURR IN USE	N	N	Y	N	N	N	N		N	N	N	Y	Horizontal Tank						
AST	4009175	49370	72	9/24/1980	CURR IN USE	N	N	Y	N	N	N	N		N	N	N	Y	Horizontal Tank						
AST	4009175	49370	73	9/24/1980	CURR IN USE	N	N	Y	N	N	N	N		N	N	N	Y	Horizontal Tank						
AST	4009175	49370	I-1	10/31/2011	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009175	49370	I-10	10/31/2011	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009175	49370	I-11	10/31/2011	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009175	49370	I-13	10/31/2011	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009175	49370	I-14	10/31/2011	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009175	49370	I-15	10/31/2011	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009175	49370	I-16	10/31/2011	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009175	49370	I-17	10/31/2011	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009175	49370	I-18	10/31/2011	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009175	49370	I-19	10/31/2011	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009175	49370	I-2	10/31/2011	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009175	49370	I-20	10/31/2011	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009175	49370	I-21	10/31/2011	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009175	49370	I-22	10/31/2011	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009175	49370	I-23	10/31/2011	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009175	49370	I-24	10/31/2011	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009175	49370	I-25	10/31/2011	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009175	49370	I-26	10/31/2011	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009175	49370	I-27	10/31/2011	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009175	49370	I-28	10/31/2011	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009175	49370	I-29	10/31/2011	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009175	49370	I-3	10/31/2012	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009175	49370	I-30	10/31/2011	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009175	49370	I-31	10/31/2011	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009175	49370	I-32	10/31/2011	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009175	49370	I-33	10/31/2011	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009175	49370	I-34	10/31/2011	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009175	49370	I-35	10/31/2011	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009175	49370	I-36	10/31/2011	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009175	49370	I-37	10/31/2011	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009175	49370	I-38	10/31/2011	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009175	49370	I-39	10/31/2011	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009175	49370	I-4	10/31/2011	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009175	49370	I-40	10/31/2011	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009175	49370	I-41	10/31/2011	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009175	49370	I-42	10/31/2011	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009175	49370	I-43	10/31/2011	CURR IN USE	N	N	Y	N	N	N	N		N	N	N	N							
AST	4009175	49370	I-44	10/31/2011	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009175	49370	I-45	10/31/2011	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009175	49370	I-46	10/31/2011	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009175	49370	I-47	10/31/2011	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009175	49370	I-48	10/31/2011	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009175	49370	I-49	10/31/2011	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009175	49370	I-5	10/31/2012	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009175	49370	I-50	10/31/2011	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009175	49370	I-51	10/31/2011	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009175	49370	I-52	10/31/2011	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009175	49370	I-6	10/31/2011	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009175	49370	I-7	10/31/2011	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009175	49370	I-8	10/31/2011	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009175	49370	I-9	10/31/2011	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009211	31780	1	11/15/2010	CURR IN USE	N	N	Y	N	N	N	N		N	N	N	N							
AST	4009399	26802	1		DISMANTLED	N	N	N	N	N	N	N		N	N	N	N							
AST	4009404	36535	1		PERM OUT OF USE	N	N	N	N	N	N	N		N	N	N	N							
AST	4009404	36535	2		CURR IN USE	N	N	N	N	N	N	N		N	N	N	N							
AST	4009404	36535	3		CURR IN USE	N	N	N	N	N	N	N		N	N	N	N							
AST	4009493	43880	4A	4/5/1965	DISMANTLED	Y	N	N	N	N	N	N		N	N	N	Y	NONE						
AST	4009493	43880	5A	4/5/1965	CURR IN USE	Y	N	N	N	N	N	N		N	N	N	Y	NONE						
AST	4009493	43880	6A	4/5/1965	CURR IN USE	Y	N	N	N	N	N	N		N	N	N	Y	NONE						
AST	4009493	43880	7A	4/5/1965	CURR IN USE	Y	N	N	N	N	N	N		N	N	N	Y	NONE						
AST	4009493	43880	8A	4/5/1965	CURR IN USE	Y	N	N	N	N	N	N		N	N	N	Y	NONE						
AST	4009508	31174	1	7/1/1987	PERM OUT OF USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009508	31174	2	10/27/1997	CURR IN USE	N	N	N	N	N	N	N		N	N	N	N							
AST	4009508	31174	3	6/25/1998	CURR IN USE	N	N	N	N	N	N	N		N	N	N	N							
AST	4009508	31174	4	8/16/1996	CURR IN USE	N	N	N	N	N	N	N		N	N	N	N							
AST	4009576	35843	1	11/29/1994	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009576	35843	2	11/29/1994	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009577	35843	1	8/19/1997	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009577	35843	2	8/19/1997	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4009643	40317	1000	4/29/1992	CURR IN USE	N	N	Y	N	N	N	N		N	N	N	Y							
AST	4009643	40317	2000	4/29/1992	CURR IN USE	N	N	Y	N	N	N	N		N	N	N	Y							
AST	4009910	35843	1	11/4/1997	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4010125	36058	1	7/31/1992	CURR IN USE	N	Y	N	N	N	N	Y	Ring Wall	N	N	N	N							
AST	4010125	36058	2	7/31/1992	CURR IN USE	N	Y	N	N	N	N	Y	Ring Wall	N	N	N	N							
AST	4010205	32671	1		CURR IN USE	N	N	N	N	N	N	N		N	N	N	N							
AST	4010231	39198	2	5/1/2001	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4010231	39198	3	5/1/2001	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4010272	27840	1	4/13/1998	PERM OUT OF USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4010276	42050	V158931		CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N	Horizontal Tank						
AST	4010276	42050	V158932		CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N	Horizontal Tank						
AST	4010285	27788	1	6/1/1975	CURR IN USE	N	N	N	N	N	N	N		N	N	N	N							
AST	4010285	27788	2	10/15/1975	CURR IN USE	N	N	N	N	N	N	N		N	N	N	N							
AST	4010285	27788	3	9/1/1995	CURR IN USE	N	N	N	N	N	N	N		N	N	N	N							
AST	4010285	27788	4	9/1/1991	CURR IN USE	N	N	N	N	N	N	N		N	N	N	N							
AST	4010429	34313	11		DISMANTLED	N	Y	N	N	N	N	N		N	Y	N	N							
AST	4010429	34313	12		DISMANTLED	Y	N	N	N	N	N	N		N	N	Y	N							
AST	4010429	34313	13		DISMANTLED	Y	N	N	N	N	N	N		N	N	Y	N							
AST	4010429	34313	14		DISMANTLED	Y	N	N	N	N	N	N		N	N	Y	N							
AST	4010429	34313	15		DISMANTLED	Y	N	N	N	N	N	N		N	N	Y	N							
AST	4010429	34313	16		DISMANTLED	Y	N	N	N	N	N	N		N	N	N	N							
AST	4010429	34313	17		DISMANTLED	Y	N	N	N	N	N	N		N	N	N	N							
AST	4010429	34313	18		DISMANTLED	Y	N	N	N	N	N	N		N	N	N	N							
AST	4010429	34313	19		DISMANTLED	Y	N	N	N	N	N	N		N	N	N	N							
AST	4010429	34313	20		DISMANTLED	Y	N	N	N	N	N	N		N	N	N	N							
AST	4010429	45878	1	11/5/2009	DISMANTLED	N	N	Y	Y	N	N	N		N	N	N	N							
AST	4010429	45878	2	11/5/2009	DISMANTLED	N	N	Y	Y	N	N	N		N	N	N	N							
AST	4010502	36207	1	3/18/1993	CURR IN USE	Y	N	N	N	N	N	N		N	N	N	Y	STEEL TANK REINFORCED WITH 6		 OF CONCRETE				
AST	4010525	48304	HS1	9/15/2014	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4010574	33668	1		CURR IN USE	Y	N	N	N	N	N	N		N	N	N	Y	"NO ROOF	"						
AST	4010594	41601	CC0033A		CURR IN USE	Y	N	N	N	N	N	N		N	N	N	N							
AST	4010594	41601	CC032A		CURR IN USE	Y	N	N	N	N	N	N		N	N	N	N							
AST	4010594	41601	CC113A	11/22/2004	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4010594	41601	CC115A	11/12/2004	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4010596	35668	CC169A	6/1/2003	CURR IN USE	N	Y	N	N	N	N	N		Y	N	N	N							
AST	4010597	41601	CC050A	1/1/1992	CURR IN USE	N	Y	N	N	N	N	Y	Vaulted Concrete Above the Ground	N	N	N	Y	horizontal						
AST	4010597	41601	CC051A	1/1/1992	CURR IN USE	N	Y	N	N	N	N	Y	Vaualted Concrete Above the Ground	N	N	N	Y	horizontal						
AST	4010696	40996	1	10/5/1998	CURR IN USE	N	N	N	N	N	N	N		N	N	N	N							
AST	4010742	34272	T-1	11/15/1981	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	Y	HORIZONTAL TANK						
AST	4010742	34272	T-2	5/27/2010	CURR IN USE	N	N	N	N		N	N			N	N	N							
AST	4010742	48738	228695	2/1/1991	DISMANTLED	Y	N	N	N	N	N	N		N	N	N	Y	HORIZONTAL WELDED TANK						
AST	4010742	49982	#2 Fuel Oi	9/1/1983	CURR IN USE	Y	N	N	N	N	N	N		N	N	N	Y	WELDED VERTICAL TANK WELDED TOP AND BOTTOM HEAD						
AST	4010772	50468	1		CURR IN USE	N	N	Y	N	N	N	N		N	N	N	Y							
AST	4010772	50468	2		CURR IN USE	N	N	Y	N	N	N	N		N	N	N	Y							
AST	4010772	50468	3		CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	4010772	50468	4		CURR IN USE	N	N	Y	N	N	N	N		N	N	N	N							
AST	4011109	40908	1		CURR IN USE	N	Y	N	N	N	N	N		N	N	Y	N							
AST	4011109	40908	10		CURR IN USE	N	N	Y	N	N	N	N		N	N	N	Y							
AST	4011109	40908	11		CURR IN USE	N	N	Y	N	N	N	N		N	N	N	Y							
AST	4011109	40908	13	11/1/2015	CLOSED IN PLACE	N	N	Y	N		N	N		Y	N	N	N							
AST	4011109	40908	2		CURR IN USE	N	Y	N	N	N	N	N		N	N	Y	N							
AST	4011109	40908	3		CURR IN USE	N	Y	N	N	N	N	N		N	N	Y	N							
AST	4011109	40908	4		CURR IN USE	N	N	Y	N	N	N	Y		N	N	N	Y							
AST	4011109	40908	5		CURR IN USE	N	N	Y	N	N	N	N		N	N	N	Y							
AST	4011109	40908	6		CURR IN USE	N	N	Y	N	N	N	N		N	N	N	Y							
AST	4011109	40908	9		CURR IN USE	N	N	N	Y	N	N	N		N	N	Y	N							
AST	4011396	43708	AST1		DISMANTLED	N	N	N	N	N	N	N		N	N	N	N							
AST	4011396	43708	AST10		DISMANTLED	N	N	N	N	N	N	N		N	N	N	N							
AST	4011396	43708	AST11		DISMANTLED	N	N	N	N	N	N	N		N	N	N	N							
AST	4011396	43708	AST12		DISMANTLED	N	N	N	N	N	N	N		N	N	N	N							
AST	4011396	43708	AST13		DISMANTLED	N	N	N	N	N	N	N		N	N	N	N							
AST	4011396	43708	AST14		DISMANTLED	N	N	N	N	N	N	N		N	N	N	N							
AST	4011396	43708	AST2		DISMANTLED	N	N	N	N	N	N	N		N	N	N	N							
AST	4011396	43708	AST3		DISMANTLED	N	N	N	N	N	N	N		N	N	N	N							
AST	4011396	43708	AST4		DISMANTLED	N	N	N	N	N	N	N		N	N	N	N							
AST	4011396	43708	AST5		DISMANTLED	N	N	N	N	N	N	N		N	N	N	N							
AST	4011396	43708	AST6		DISMANTLED	N	N	N	N	N	N	N		N	N	N	N							
AST	4011396	43708	AST7		DISMANTLED	N	N	N	N	N	N	N		N	N	N	N							
AST	4011396	43708	AST8		DISMANTLED	N	N	N	N	N	N	N		N	N	N	N							
AST	4011396	43708	AST9		DISMANTLED	N	N	N	N	N	N	N		N	N	N	N							
AST	4011414	33783	1	4/1/1992	CURR IN USE	Y	N	Y	N	N	N	N		N	N	N	Y							
AST	4011414	33783	2	4/1/1992	CURR IN USE	Y	N	Y	N	N	N	N		N	N	N	Y							
AST	4011471	31661	1	10/27/1995	CLOSED IN PLACE	N	Y	Y	N	N	N	N		N	N	N	N							
AST	4011471	31661	3	8/20/1991	CURR IN USE	N	Y	N	N	N	N	N		N	N	Y	N							
AST	4011471	31661	4	8/20/1991	CURR IN USE	N	Y	N	N	N	N	N		N	N	Y	N							
AST	4011471	31661	7	8/20/1991	CURR IN USE	N	Y	N	N	N	N	N		N	N	Y	N							
AST	4011471	31661	AST-1 New	8/5/2019	CURR IN USE	N	N	Y	N	N	N	N		Y	N	N	N							
AST	4011471	31661	D1	8/20/1991	DISMANTLED	Y	N	N	N	N	N	N		N	N	N	Y	None						
AST	4011471	31661	D2	8/20/1991	DISMANTLED	Y	N	N	N	N	N	N		N	N	N	Y	None						
AST	4011471	31661	D3	8/20/1991	DISMANTLED	Y	N	N	N	N	N	N		N	N	N	Y	NONE						
AST	4011471	31661	D4	8/20/1991	DISMANTLED	Y	N	N	N	N	N	N		N	N	N	Y	NONE						
AST	4011471	31661	D7	8/20/1991	DISMANTLED	Y	N	N	N	N	N	N		N	N	N	Y	N/A						
