Tank Type	Tank Facility ID	Tank Owner ID	Tank Number	Install Date	Tank Status	Foundation Type Concrete Coating/RPB	Foundation Type Concrete	Foundation Type Steel/Saddle/Runner/Beam	Foundation Type Earthen	Foundation Type Ring Wall	Foundation Type Unknown	Foundation Type Other	Foundation Type Other Specify	Roof Type N/A Horizontal Tank	Roof Type Floating	Roof Type Fixed Cone-Welded/Bolted	Roof Type Other	Roof Type Other Specify						
AST	2002739	39549	WasteWtrUO	1/1/1985	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	N	Horizontal						
AST	2002741	45226	AST-1	10/1/1989	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	Y	Horizontal Tank						
AST	2002741	45226	AST-2	10/1/1989	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	Y	Horizontal Tank						
AST	2002742	35165	1		DISMANTLED	N	N	N	Y	N	N	N		N	N	N	Y	Horizontal Tank						
AST	2002742	35165	2		DISMANTLED	N	N	N	Y	N	N	N		N	N	N	Y	Horizontal Tank						
AST	2002742	35165	3		DISMANTLED	N	N	N	Y	N	N	N		N	N	N	Y	Horizontal Tank						
AST	2002742	35165	4		DISMANTLED	N	N	N	Y	N	N	N		N	N	N	Y	Horizontal Tank						
AST	2002742	35165	5		DISMANTLED	N	N	Y	N	N	N	N		N	N	N	Y	Horizontal Tank						
AST	2002742	35165	8	8/1/1992	DISMANTLED	N	N	N	Y	N	N	N		N	N	N	Y	Horizontal Tank						
AST	2002836	29875	1	9/30/1996	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	Y	None						
AST	2003077	44196	1		CURR IN USE	N	N	Y	N	N	N	N		N	N	N	N							
AST	2003077	44196	2		CURR IN USE	N	N	Y	N	N	N	N		N	N	N	N							
AST	2003141	43371	1	4/15/1981	DISMANTLED	N	N	N	N	N	N	N		N	N	N	N							
AST	2003172	32901	AST-1C	8/1/1995	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	2003172	32901	AST-2C	8/1/1995	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	2003181	33595	1	4/10/2015	CURR IN USE	N	Y	N	N		N	N		Y	N	N	N							
AST	2003310	34272	T1	1/1/1947	CLOSED IN PLACE	N	N	N	Y	N	N	N		N	N	Y	Y							
AST	2003310	34272	T14	9/13/1994	CLOSED IN PLACE	N	Y	N	N	N	N	N		N	N	N	Y	CONVAULT						
AST	2003310	34272	T2	1/1/1950	PERM OUT OF USE	N	N	N	Y	N	N	Y	CONCRETE AND STEEL SADDLES	N	N	N	Y	HORIZONTAL TANK WITH VENT						
AST	2003310	34272	T3	1/1/1950	PERM OUT OF USE	N	N	N	Y	N	N	N		N	N	N	Y	Horizontal Tank						
AST	2003310	34272	T4	6/8/1978	CLOSED IN PLACE	N	Y	N	N	N	N	N		N	N	N	Y	WELDED STEEL DOME- SHAPED ROOF						
AST	2003313	47696	1	3/3/2014	CURR IN USE	N	N	N	N	N	N	N		N	N	N	N							
AST	2003380	30007	1		DISMANTLED	N	Y	N	N	N	N	N		N	N	N	N							
AST	2003380	30007	2		DISMANTLED	N	Y	N	N	N	N	N		N	N	N	N							
AST	2003380	30007	3		DISMANTLED	N	Y	N	N	N	N	N		N	N	N	N							
AST	2003508	37728	1	9/11/1991	CURR IN USE	N	N	N	N	N	N	N		N	N	N	N							
AST	2003508	37728	2	9/11/1991	CURR IN USE	N	N	N	N	N	N	N		N	N	N	N							
AST	2003509	43134	4	1/1/1966	CURR IN USE	N	Y	Y	N	N	N	N		N	N	Y	N							
AST	2003509	43134	5	1/1/1966	CURR IN USE	N	Y	N	N	N	N	N		N	N	Y	N							
AST	2003509	43134	6	1/1/1966	CURR IN USE	N	Y	N	N	N	N	N		N	N	Y	N							
AST	2003509	43134	7	1/1/1966	CURR IN USE	N	Y	N	N	N	N	N		N	N	Y	N							
AST	2003510	37728	1	1/1/1968	CURR IN USE	Y	N	N	N	N	N	N		N	N	N	Y	Fixed Flat						
AST	2003510	37728	3	1/1/1988	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y							
AST	2003510	37728	4	1/1/1988	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y							
AST	2003510	37728	5	1/1/1988	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y							
AST	2003510	37728	6	1/1/1988	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y							
AST	2003510	37728	7	1/1/1988	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y							
AST	2003533	39545	1-1	2/15/2002	CURR IN USE	Y	N	N	N	N	N	Y	Ring Wall	N	N	N	N							
AST	2003533	39545	1-2	2/15/2007	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	2003568	40727	1	1/1/1948	CURR IN USE	N	N	N	N	N	N	N		N	N	N	N							
AST	2003568	40727	2	1/1/1948	CURR IN USE	N	N	N	N	N	N	N		N	N	N	N							
AST	2003568	40727	3	1/1/1992	CURR IN USE	N	N	N	N	N	N	N		N	N	N	N							
AST	2003568	40727	4	1/1/1992	CURR IN USE	N	N	N	N	N	N	N		N	N	N	N							
AST	2003568	40727	5	1/1/1992	CURR IN USE	N	N	N	N	N	N	N		N	N	N	N							
AST	2004167	41314	AST-2	1/1/1988	DISMANTLED	N	N	Y	N	N	N	N		N	N	N	Y	Horizontal						
AST	2004196	45602	1port	11/30/2011	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N	Horizontal						
AST	2004246	27433	1	8/1/2008	CURR IN USE	Y	N	N	N	N	N	N		N	N	Y	N							
AST	2004359	42904	3	9/19/1996	CURR IN USE	Y	N	N	N	N	N	N		N	N	N	Y	Horizontal						
AST	2004398	27240	1		CURR IN USE	N	N	Y	N	N	N	N		N	N	N	N							
AST	2004555	42415	AST-1	6/1/2016	CURR IN USE	N	N	N	N		N	N			N	N	N							
AST	2004555	42415	AST-2	9/30/2018	CURR IN USE	N	N	Y	N		N	N		Y	N	N	N							
AST	2004606	46882	5	7/15/2013	CURR IN USE	N	N	Y	Y		N	N		Y	N	N	N							
AST	2004606	46882	6	7/15/2013	CURR IN USE	N	N	Y	Y		N	N		Y	N	N	N							
AST	2004606	46882	7	7/15/2013	CURR IN USE	N	N	Y	Y		N	N		Y	N	N	N							
AST	2004611	35106	AST-1C	1/1/1998	CURR IN USE	N	N	Y	N	N	N	N		N	N	N	Y	na - horizontal						
AST	2004611	35106	AST-2C	1/1/1998	CURR IN USE	N	N	Y	N	N	N	N		N	N	N	Y	na - horizontal						
AST	2004619	28336	1	8/1/1992	CURR IN USE	N	N	Y	N	N	N	N		N	N	N	N							
AST	2004623	29436	10	1/19/1984	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	2004623	29436	11	1/19/1984	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	2004623	29436	12	1/19/1984	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	2004623	29436	13	1/19/1984	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	2004623	29436	14	1/19/1989	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	2004623	29436	5	1/19/1989	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	2004623	29436	7	1/19/1984	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	2004623	29436	8	1/19/1987	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	2004623	29436	9	1/19/1984	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	2004623	29436	A	1/19/1984	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	2004623	29436	B	1/19/1984	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	2004623	29436	C	1/19/1984	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	2004623	29436	D	1/19/1984	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	2004623	29436	E	1/19/1984	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	2004623	29436	F	1/19/1989	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	2004623	29436	G	1/19/1984	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	2004623	29436	H	1/19/1984	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	2004623	29436	I	1/19/1989	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	2004623	29436	J	1/19/1989	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	2004623	29436	K	1/19/1989	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	2004623	29436	L	1/19/1989	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	2004623	29436	M	1/19/1989	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	2004623	29436	N	1/19/1989	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	2004623	29436	O	1/19/1989	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	2004623	29436	P	1/19/1989	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	2004623	29436	Q	1/19/1989	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	2004623	29436	R	1/19/1989	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	2004623	29436	S	1/19/1989	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N							
AST	2004718	35165	AST-1	1/1/1940	CURR IN USE	N	Y	Y	N	N	N	N		Y	N	N	N							
AST	2004718	35165	AST-2	11/5/1992	DISMANTLED	N	N	Y	N	N	N	N		N	N	N	Y	Horizontal						
AST	2004718	35165	AST-3C	9/13/1937	CURR IN USE	N	Y	Y	N	N	N	N		Y	N	N	N							
AST	2004718	35165	AST-4C	9/13/1937	CURR IN USE	N	Y	Y	N	N	N	N		Y	N	N	N							
AST	2004738	48266	AST1	8/8/2006	CURR IN USE	N	N	N	Y	N	N	Y	double wall skid tank	N	N	N	N							
AST	2004738	48266	AST2	8/8/2006	CURR IN USE	N	N	N	Y	N	N	N	double wall skid tank	N	N	N	N							
AST	2004746	41674	1	3/22/1995	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	UL 142 Weak-Joint Roof w/ Pressure Relief Vent						
AST	2004746	41674	10	5/11/1995	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	UL 142 Weak-Joint Roof w/ Pressure Relief Vent						
AST	2004746	41674	11	5/22/1995	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	UL 142 Weak-Joint Roof w/ Pressure Relief Vent						
AST	2004746	41674	12		DISMANTLED	N	Y	N	N	N	N	N		N	N	Y	Y	UL 142 Weak-Joint Roof w/ Pressure Relief Vent; Fixed Cone						
AST	2004746	41674	12R	6/14/1995	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	UL 142 Weak-Joint Roof w/ Pressure Relief Vent						
AST	2004746	41674	13		DISMANTLED	N	Y	N	N	N	N	N		N	N	Y	Y	UL 142 Weak-Joint Roof w/ Pressure Relief Vent; Fixed cone						
AST	2004746	41674	13R	6/14/1995	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	UL 142 Weak-Joint Roof w/ Pressure Relief Vent						
AST	2004746	41674	2		DISMANTLED	N	Y	N	N	N	N	N		N	N	Y	Y	UL 142 Weak-Joint Roof w/ Pressure Relief Vent; Fixed Cone						
AST	2004746	41674	24		DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	UL 142 Weak-Joint Roof w/ Pressure Relief Vent						
AST	2004746	41674	26		DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	UL 142 Weak-Joint Roof w/ Pressure Relief Vent						
AST	2004746	41674	2R	5/11/1995	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	UL 142 Weak-Joint Roof w/ Pressure Relief Vent						
AST	2004746	41674	54	3/4/1995	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	Horizontal w/ Pressure Relief Valve						
AST	2004746	41674	7	1/26/1995	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	UL 142 Weak-Joint Roof w/ Pressure Relief Vent						
AST	2004746	41674	9R	6/29/1995	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	UL 142 Weak-Joint Roof w/ Pressure Relief Vent						
AST	2004746	41674	None		DISMANTLED	N	Y	N	N	N	N	N		N	N	Y	Y	UL 142 Weak-Joint Roof w/ Pressure Relief Vent; Fixed Cone						
AST	2005091	37752	1	10/1/1973	CLOSED IN PLACE	N	N	N	Y	N	N	N		N	N	Y	N							
AST	2005091	37752	4	7/1/1969	CLOSED IN PLACE	N	N	N	Y	N	N	N		N	N	N	N							
AST	2005091	48137	1-3	7/1/1969	DISMANTLED	N	N	N	Y	N	N	N		N	N	Y	N							
AST	2005091	48137	2	7/1/1969	DISMANTLED	N	N	N	Y	N	N	N		N	N	Y	N							
AST	2005206	35242	AST-1	3/15/1998	CURR IN USE	N	N	N	Y	N	N	N		N	N	N	N							
AST	2005559	31843	1	2/20/2020	CURR IN USE	N	Y	N	N		N	N		Y	N	N	N							
AST	2005572	31843	1	5/1/2002	CURR IN USE	N	Y	N	N		N	N		Y	N	N	N							
AST	2005574	31843	1	2/13/2019	CURR IN USE	N	Y	N	N		N	N		Y	N	N	N							
AST	2005694	32806	90.202	5/19/2008	CURR IN USE	N	N	N	Y	N	N	N		N	N	N	Y	n/a - horizontal						
AST	2005776	27345	4802	8/15/1992	CURR IN USE	N	Y	N	N	N	N	N		N	N	Y	N							
AST	2005776	27345	589890	7/15/1992	CURR IN USE	N	Y	N	N	N	N	N		N	N	Y	N							
AST	2005793	38585	1	8/15/1997	CURR IN USE	N	N	N	N	N	N	N		N	N	N	N							
AST	2005796	28956	10A		CURR IN USE	N	N	N	N	N	N	Y		N	N	N	Y							
AST	2005796	28956	25		PERM OUT OF USE	N	N	Y	N	N	N	Y		N	N	N	Y	Horizontal						
AST	2005796	28956	36		PERM OUT OF USE	N	N	N	N	N	N	Y		N	N	N	Y							
AST	2005796	28956	8		CURR IN USE	N	N	N	N	N	N	Y		N	N	N	Y							
AST	2005796	28956	D18		DISMANTLED	N	N	Y	N	N	N	Y		N	N	N	Y	Horzontal						
AST	2005796	28956	D23		DISMANTLED	N	N	Y	N	N	N	Y		N	N	N	Y	Horizontal						
AST	2005796	28956	D80	8/1/1992	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y							
AST	2005796	28956	D81	8/1/1992	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y							
AST	2005796	28956	D82	8/1/1992	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y							
AST	2005796	28956	D83	8/1/1992	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y							
AST	2005796	28956	D84	8/1/1992	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y							
AST	2005796	28956	D85	8/1/1992	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y							
AST	2005796	28956	P1		PERM OUT OF USE	N	N	N	N	N	N	Y		N	N	N	Y							
AST	2005796	28956	P12		PERM OUT OF USE	N	N	N	N	N	N	Y		N	N	N	Y							
AST	2005796	28956	P13		PERM OUT OF USE	N	N	N	N	N	N	Y		N	N	N	Y							
AST	2005796	28956	P14		PERM OUT OF USE	N	N	N	N	N	N	Y		N	N	N	Y							
AST	2005796	28956	P2		PERM OUT OF USE	N	N	N	N	N	N	Y		N	N	N	Y							
AST	2005796	28956	P3		PERM OUT OF USE	N	N	N	N	N	N	Y		N	N	N	Y							
AST	2005796	28956	P30		PERM OUT OF USE	N	N	N	N	N	N	Y		N	N	N	Y							
AST	2005796	28956	P31		PERM OUT OF USE	N	N	N	N	N	N	Y		N	N	N	Y							
AST	2005796	28956	P32		PERM OUT OF USE	N	N	N	N	N	N	Y		N	N	N	Y							
AST	2005796	28956	P33		PERM OUT OF USE	N	N	N	N	N	N	Y		N	N	N	Y							
AST	2005796	28956	P34		PERM OUT OF USE	N	N	N	N	N	N	Y		N	N	N	Y							
AST	2005796	28956	P35		PERM OUT OF USE	N	N	N	N	N	N	Y		N	N	N	N							
AST	2005796	28956	P4		PERM OUT OF USE	N	N	N	N	N	N	Y		N	N	N	Y							
AST	2005796	28956	P5		PERM OUT OF USE	N	N	N	N	N	N	Y		N	N	N	Y							
AST	2005796	39585	1	4/30/2002	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	Y	Welded Steel Cone Roof Insulated						
AST	2005796	39585	10		DISMANTLED	N	N	N	N	N	N	Y		N	N	N	Y							
AST	2005796	39585	11	4/1/1993	CURR IN USE	Y	N	N	N	N	N	N		N	N	N	Y							
AST	2005796	39585	13	5/20/1998	CURR IN USE	N	N	Y	N	N	N	N		N	N	N	Y							
AST	2005796	39585	14	10/5/2001	CURR IN USE	N	N	N	N	N	N	N		N	N	N	N							
AST	2005796	39585	15	6/1/2000	CURR IN USE	N	N	N	N	N	N	N		N	N	N	N							
AST	2005796	39585	16	7/9/2004	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	Y	Fixed Cone						
AST	2005796	39585	2	3/31/1995	CURR IN USE	Y	N	N	N	N	N	N		N	N	N	Y							
AST	2005796	39585	3	4/1/1993	CURR IN USE	Y	N	N	N	N	N	N		N	N	N	Y							
AST	2005796	39585	4		CURR IN USE	N	N	Y	N	N	N	N		N	N	N	Y							
AST	2005796	39585	5	7/27/1998	CURR IN USE	Y	N	N	N	N	N	N		N	N	N	Y	WELDED STEEL CONE						
AST	2005796	39585	6	6/1/2000	CURR IN USE	Y	N	N	N	N	N	N		N	N	Y	N							
AST	2005796	39585	7	6/1/2000	CURR IN USE	Y	N	N	N	N	N	N		N	N	Y	N							
AST	2005796	39585	95	9/1/1997	PERM OUT OF USE	N	N	N	N	N	N	N		N	N	N	N							
AST	2005796	39585	96	9/1/1997	PERM OUT OF USE	N	N	N	N	N	N	N		N	N	N	N							
AST	2005796	39585	97	9/1/1997	PERM OUT OF USE	N	N	N	N	N	N	N		N	N	N	N							
AST	2005796	39585	D1		DISMANTLED	N	N	Y	N	N	N	N		N	N	N	Y	Steel Insulated						
AST	2005796	39585	D6		DISMANTLED	N	N	Y	N	N	N	N		N	N	N	Y	Horzontal						
AST	2005796	39585	D7		DISMANTLED	N	N	Y	N	N	N	N		N	N	N	Y	Horizontall						
AST	2005796	39585	D79	9/1/1997	DISMANTLED	N	N	N	N	N	N	N		N	N	N	N							
AST	2005796	39585	D86	9/1/1997	DISMANTLED	N	N	N	N	N	N	N		N	N	N	N							
AST	2005796	39585	D87	9/1/1997	DISMANTLED	N	N	N	N	N	N	N		N	N	N	N							
AST	2005796	39585	E1	1/24/2006	DISMANTLED	N	Y	N	N	N	N	N		N	N	Y	N							
AST	2005796	39585	E10	2/8/2006	PERM OUT OF USE	Y	N	N	N	N	N	N		N	N	Y	N							
AST	2005796	39585	E11	1/18/2006	CURR IN USE	Y	N	N	N	N	N	N		N	N	Y	N							
AST	2005796	39585	E12	2/22/2006	CURR IN USE	Y	N	N	N	N	N	N		N	N	Y	N							
AST	2005796	39585	E1A	4/21/2011	CURR IN USE	N	Y	N	N	N	N	N		Y	N	N	N							
AST	2005796	39585	E2	1/31/2006	DISMANTLED	N	Y	N	N	N	N	N		N	N	Y	N							
AST	2005796	39585	E2B	4/21/2011	CURR IN USE	N	Y	N	N	N	N	N		Y	N	N	N							
AST	2005796	39585	E3	2/15/2006	CURR IN USE	N	Y	N	N	N	N	N		N	N	Y	N							
AST	2005796	39585	E4	2/15/2006	CURR IN USE	N	Y	N	N	N	N	N		N	N	Y	N							
AST	2005796	39585	E5	2/15/2006	CURR IN USE	N	Y	N	N	N	N	N		N	N	Y	N							
AST	2005796	39585	E6	2/16/2006	CURR IN USE	N	Y	N	N	N	N	N		N	N	Y	N							
AST	2005796	39585	E9	2/8/2006	CURR IN USE	Y	N	N	N	N	N	N		N	N	Y	N							
AST	2005796	49482	E15	12/6/2016	CURR IN USE	N	Y	N	N	N	N	N		N	N	Y	N							
AST	2005796	49482	E16	3/9/2017	CURR IN USE	N	Y	N	N	N	N	N		N	N	Y	N							
AST	2005815	43178	AST-1	12/15/2004	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	Y	n/a - horizontal						
AST	2005920	29631	1	4/6/2009	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	N	NONE						
AST	2006043	36819	1	5/21/1998	CURR IN USE	N	N	N	N	N	N	N		N	N	N	N							
AST	2006043	36819	2	5/21/1998	CURR IN USE	N	N	N	N	N	N	N		N	N	N	N							
AST	2006273	49522	1	4/27/2002	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	Y							
AST	2006273	49522	2	4/27/2002	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	Y							
AST	2006312	40535	1	9/11/1994	CURR IN USE	Y	N	N	N	N	N	N		N	N	N	Y	N/A						
AST	2006584	41314	4	1/1/1966	DISMANTLED	N	N	N	Y	N	N	N		N	N	N	Y	Welded Steel						
AST	2006584	41314	5	1/1/1966	DISMANTLED	N	N	N	Y	N	N	N		N	N	N	Y	Welded Steel						
AST	2006584	41314	D1	1/1/1966	DISMANTLED	N	N	N	Y	N	N	N		N	N	N	Y	Welded Steel						
AST	2006584	41314	D2	1/1/1966	DISMANTLED	N	N	N	Y	N	N	N		N	N	N	Y	Welded Steel						
AST	2006584	41314	D3	1/1/1966	DISMANTLED	N	N	N	Y	N	N	N		N	N	N	Y	Welded Steel						
AST	2006702	39856	D1	8/20/2001	DISMANTLED	Y	N	N	N	N	N	N		N	N	N	N							
AST	2006702	39856	D10	8/20/2001	DISMANTLED	N	N	N	N	N	N	N		N	N	N	N							
AST	2006702	39856	D11	8/20/2001	DISMANTLED	N	N	N	N	N	N	N		N	N	N	N							
AST	2006702	39856	D12	8/20/2001	DISMANTLED	N	N	N	N	N	N	N		N	N	N	N							
AST	2006702	39856	D13	8/20/2001	DISMANTLED	N	N	N	N	N	N	N		N	N	N	N							
AST	2006702	39856	D14	8/20/2001	CURR IN USE	N	N	N	N	N	N	N		N	N	N	N							
AST	2006702	39856	D2	8/20/2001	DISMANTLED	Y	N	N	N	N	N	N		N	N	N	N							
AST	2006702	39856	D3	8/20/2001	DISMANTLED	Y	N	N	N	N	N	N		N	N	N	N							
AST	2006702	39856	D4	8/20/2001	DISMANTLED	Y	N	N	N	N	N	N		N	N	N	N							
AST	2006702	39856	D5	8/20/2001	DISMANTLED	Y	N	N	N	N	N	N		N	N	N	N							
AST	2006702	39856	D6	8/20/2001	DISMANTLED	Y	N	N	N	N	N	N		N	N	N	N							
AST	2006702	39856	D7	8/20/2001	DISMANTLED	Y	N	N	N	N	N	N		N	N	N	N							
AST	2006702	39856	D8	8/20/2001	DISMANTLED	Y	N	N	N	N	N	N		N	N	N	N							
AST	2006702	39856	D9	8/20/2001	DISMANTLED	Y	N	N	N	N	N	N		N	N	N	N							
AST	2006765	31805	1	1/1/1960	PERM OUT OF USE	N	N	N	N	N	Y	N		N	N	N	Y	NONE						
AST	2006765	31805	2	1/1/1978	PERM OUT OF USE	N	N	N	N	N	Y	N		N	N	N	Y	NONE						
AST	2006765	31824	AT-052	5/30/2013	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	N							
AST	2006765	31824	FT-041	1/25/1999	DISMANTLED	N	N	Y	N	N	N	N		N	N	N	Y	Horizontal Tank						
AST	2006765	31824	OT-001	7/14/1999	DISMANTLED	N	N	Y	N	N	N	N		N	N	N	Y	Horizontal Tank						
AST	2006802	38239	G1	6/15/1993	CURR IN USE	N	Y	N	N	N	N	N		N	N	N	Y	None - Horizontal						
AST	2006802	38239	T1	1/1/1991	CLOSED IN PLACE	N	Y	N	N	N	N	N		N	N	N	N							
AST	2006802	38239	T2	1/1/1991	CLOSED IN PLACE	N	Y	N	N	N	N	N		N	N	N	N							
AST	2006802	38239	T3	1/1/1991	CLOSED IN PLACE	N	Y	N	N	N	N	N		N	N	N	N							
AST	2006915	40484	1	8/15/1985	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	FLAT ROOF WITH EMERGENCY PRESSURE VENTS						
AST	2006915	40484	10	10/21/1987	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	FLAT ROOF WITH EMERGENCY PRESSURE VENTS						
AST	2006915	40484	11	10/21/1987	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	FLAT ROOF WITH EMERGENCY PRESSURE VENTS						
AST	2006915	40484	12	8/23/1988	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	FLAT ROOF WITH EMERGENCY PRESSURE VENTS						
AST	2006915	40484	13	8/23/1988	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	FLAT ROOF WITH EMERGENCY PRESSURE VENTS						
AST	2006915	40484	14	8/23/1988	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	FLAT ROOF WITH EMERGENCY PRESSURE VENTS						
AST	2006915	40484	15	8/23/1988	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	FLAT ROOF WITH EMERGENCY PRESSURE VENTS						
AST	2006915	40484	16	8/23/1988	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	FLAT ROOF WITH EMERGENCY PRESSURE VENTS						
AST	2006915	40484	17	8/23/1988	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	FLAT ROOF WITH EMERGENCY PRESSURE VENTS						
AST	2006915	40484	18	8/23/1988	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	FLAT ROOF WITH EMERGENCY PRESSURE VENTS						
AST	2006915	40484	19	8/23/1988	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	FLAT ROOF WITH EMERGENCY PRESSURE VENTS						
AST	2006915	40484	2	8/15/1985	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	FLAT ROOF WITH EMERGENCY PRESSURE VENTS						
AST	2006915	40484	20	6/9/1992	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	FLAT ROOF WITH EMERGENCY PRESSURE VENTS						
AST	2006915	40484	21	12/1/1995	DISMANTLED	N	N	N	N	N	N	N		N	N	N	N							
AST	2006915	40484	3	8/15/1985	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	FLAT ROOF WITH EMERGENCY PRESSURE VENTS						
AST	2006915	40484	4	8/15/1985	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	FLAT ROOF WITH EMERGENCY PRESSURE VENTS						
AST	2006915	40484	5	6/9/1992	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	FLAT ROOF WITH EMERGENCY PRESSURE VENTS						
AST	2006915	40484	6	6/9/1992	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	FLAT ROOF WITH EMERGENCY PRESSURE VENTS						
AST	2006915	40484	7	6/9/1992	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	FLAT ROOF WITH EMERGENCY PRESSURE VENTS						
AST	2006915	40484	8	10/21/1987	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	FLAT ROOF WITH EMERGENCY PRESSURE VENTS						
AST	2006915	40484	9	10/21/1987	DISMANTLED	N	Y	N	N	N	N	N		N	N	N	Y	FLAT ROOF WITH EMERGENCY PRESSURE VENTS						
AST	2006933	39523	D1	1/1/1965	DISMANTLED	Y	N	N	N	N	N	N		N	N	N	Y	CYLINDRICAL TANK IN HORIZONTAL POSITION						
AST	2006933	39523	D2	1/1/1983	DISMANTLED	N	N	N	Y	N	N	N		N	N	N	Y	CYLINDRICAL TANK IN HORIZONTAL POSITION						
